identificador,nome,miniatura,resumo,disciplina,ano,descritores,linkdown,visualizar,tema,origem,autores,idioma,data
146,Viagem ao cérebro: Comparação,recursos/img/Portugues/viagemaocerebrocomparacao.png,"O recurso “Viagem ao cérebro: Comparação” apresenta exemplos do uso da comparação em situações cotidianas, levando à identificação e ao entendimento dessa figura de linguagem.",Portugues,8,DPII04;DPII15;DPII18,recursos/recurso/portugues/8/viagemaocerebrocomparacao.rar,recursos/recurso/portugues/8/viagemaocerebrocomparacao/Viagem ao Cérebro - Comparacao/Software/inicio.html,Figura de linguagem. Comparação. Leitura. Interpretação.,Portal do Professor,Michelli Alessandra Silva. Ana Laura Gonçalves Nakazoni. Projeto Condigital MEC - MCT. Maria Irma Hadler Coudry. Universidade Estadual de Campinas - UNICAMP - Português. Giovana Dragone Rosseto Antonio. Sonia Maria Sellin Bordin.,Português,2011
147,Vozes da cidade: Descubra o texto,recursos/img/Portugues/vozesdacidadedescubraostextos.png,"O recurso “Vozes da cidade: Descubra o texto” trabalha com questões relativas aos diferentes tipos de textos, sua estrutura e seu vocabulário.",Portugues,8,DPII04;DPII12,recursos/recurso/portugues/8/vozesdacidadedescubraostextos.rar,recursos/recurso/portugues/8/vozesdacidadedescubraostextos/Software/inicio.html,​ Tipos de texto. Leitura. Interpretação.,Portal do Professor,Projeto Condigital MEC - MCT. Carmen Zink Bolonhini.  Maria Angélica Cianciulli. Universidade Estadual de Campinas -  UNICAMP - Português. Eduardo Guimarães.,Português,2011
148,Modos de dizer,recursos/img/Portugues/modosdedizer.png,"O recurso “Modos de dizer” apresenta as diferentes marcas  linguísticas embutidas nos modos de dizer,produzidos a partir de recursos como, modos verbais, advérbios ou expressões que identificam as intenções do autor.",Portugues,8,DPII04;DPII05;DPII10;DPII18,recursos/recurso/portugues/8/modosdedizer.rar,recursos/recurso/portugues/8/modosdedizer/P/inicio.html,Temas polêmicos. Leitura. Interpretação.,Portal do Professor,Leandro Rodrigues Alves Diniz. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
149,Argumentação no texto,recursos/img/Portugues/argumentacaonotexto.png,O recurso “Argumentação no texto” trabalha a argumentação presente na linguagem oral e escrita por meio de variadas propagandas que abordam diferentes enunciados.,Portugues,8,DPII03;DPII04;DPII05;DPII06;DPII10;DPII15;DPII18,recursos/recurso/portugues/8/argumentacaonotexto.rar,recursos/recurso/portugues/8/argumentacaonotexto/Argumentação no texto/P/inicio.html,Argumentação. Leitura. Interpretação.,Portal do Professor,Leandro Rodrigues Alves Diniz. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
150,A cidade como texto,recursos/img/Portugues/acidadecomotexto.png,"O recurso “A cidade como texto” apresenta o processo de nomeação de ruas e de outros espaços públicos, enfatizando a importância histórica e cultural que envolve essas designações.",Portugues,8,DPII04;DPII05;DPII06;DPII10;DPII11,recursos/recurso/portugues/8/acidadecomotexto.rar,recursos/recurso/portugues/8/acidadecomotexto/P/inicio.html,Temas polêmicos. Leitura. Interpretação.,Portal do Professor,Mahayana Cristina Godoy. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
151,Interpretando textos polêmicos,recursos/img/Portugues/interpretandotextospolemicos.png,"O recurso “Interpretando textos polêmicos” apresenta alguns aspectos do discurso polêmico, buscando trabalhar a leitura e a interpretação em textos escritos.",Portugues,8,DPII04;DPII05;DPII06;DPII10;DPII15;DPII17,recursos/recurso/portugues/8/interpretandotextospolemicos.rar,recursos/recurso/portugues/8/interpretandotextospolemicos/DST_ep1%20Soft2/Software/inicio.html,Textos polêmicos. Leitura. Interpretação.,Portal do Professor,Leandro Rodrigues Alves Diniz. Projeto Condigital MEC - MCT. Mónica Graciela Zoppi Fontana. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
152,A construção do herói,recursos/img/Portugues/aconstrucaodoheroi.png,"O recurso “A construção do herói” apresenta uma reflexão sobre a noção de interdiscurso e de interdiscursividade, mostrando a sua relevância para a compreensão e para a produção de sentido nos textos.",Portugues,8,DPII04;DPII06;DPII10;DPII11;DPII18,recursos/recurso/portugues/8/aconstrucaodoheroi.rar,recursos/recurso/portugues/8/aconstrucaodoheroi/P/inicio.html,Leitura. Interdiscurso. Interpretação. Produção de textos.,Portal do Professor,Mahayana Cristina Godoy. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2012
153,A Língua Portuguesa nos tempos de Getúlio Vargas: A história e os nomes,recursos/img/Portugues/historiadosnomes.png,"O recurso ""A Língua Portuguesa nos tempos de Getúlio Vargas: A história e os nomes"" trabalha com a produção, a leitura, a análise e a reflexão sobre a linguagem, no que diz respeito ao processo de designação.",Portugues,9,DPII03;DPII04;DPII19,recursos/recurso/portugues/9/alinguaportuguesanostemposdegetuliovargasahistoriaeosnomes.rar,recursos/recurso/portugues/9/alinguaportuguesanostemposdegetuliovargasahistoriaeosnomes/index.html,Linguagem. Leitura. Interpretação. Designação.,Portal do Professor,Suzy Lagazzi. Projeto Condigital MEC - MCT. Camila Dalla Pozza Pereira. Universidade Estadual de Campinas - UNICAMP - Português. Carmen Zink Bolonhini.,Português,2011
154,A questão da autoria e circulação dos textos na sociedade,recursos/img/Portugues/acabanagemautoria.png,"O recurso ""A questão da autoria e a circulação dos textos na sociedade"" busca promover a discussão e o debate sobre o funcionamento da linguagem na produção e na circulação de práticas sociais, incluindo a importância da atribuição do autor para a construção de sentidos.",Portugues,9,DPII04;DPII05;DPII06;DPII10;DPII18;DPII20,recursos/recurso/portugues/9/acabanagemquestaodaautoria.rar,recursos/recurso/portugues/9/acabanagemquestaodaautoria/index.html,Linguagem. Leitura. Autoria. Práticas sociais.,Portal do Professor,Mahayana Cristina Godoy. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2012
155,"Vozes da cidade: Discurso direto, indireto e indireto livre",recursos/img/Portugues/vozesdacidade1.png,"O recurso ""Discurso direto, indireto e indireto livre"" traz a reflexão sobre o funcionamento dos discursos direto, indireto e indireto livre nos textos escritos.",Portugues,9,DPII04;DPII18;DPII19,recursos/recurso/portugues/9/vozesdacidadediscurso.rar,recursos/recurso/portugues/9/vozesdacidadediscursodiretoindiretoindiretolivre/index.html,Aspectos discursivos. Discurso direto. Discurso indireto. Discurso indireto livre.,Portal do Professor,Projeto Condigital MEC - MCT. Adilson Ventura da Silva. Eduardo R. J. Guimarães. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
156,Café com Língua Portuguesa: Morfossintaxe,recursos/img/Portugues/morfossintaxe.png,"O recurso “Café com Língua Portuguesa: Morfossintaxe” apresenta a utilização das regências verbais e das preposições na Língua Portuguesa, de acordo com o novo acordo ortográfico.",Portugues,9,DPII01;DPII15;DPII19,recursos/recurso/portugues/9/cafecomlinguaportuguesamorfossintaxe.rar,recursos/recurso/portugues/9/cafecomlinguaportuguesamorfossintaxe.swf,Morfossintaxe. Regência verbal. Preposição.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB). Ministério da Educação (MEC).,Português,Desconhecida
157,Sinistro: Múltiplos sentidos,recursos/img/Portugues/multiplossentidos.png,"O recurso “Sinistro: Múltiplos sentidos” apresenta a reflexão de que as palavras não têm um sentido fixo, único e estável, mas que elas podem produzir sentidos diferentes em função da fluidez típica de objetos simbólicos, como a língua.",Portugues,9,DPII03;DPII04;DPII06;DPII10;DPII16;DPII18,recursos/recurso/portugues/9/sinistromultiplossentidos.rar,recursos/recurso/portugues/9/sinistromultiplossentidos/software/index.html,Linguagem. Aspectos discursivos. Reflexão. Palavras.,Portal do Professor,Suzy Lagazzi. Gissele Bonafé Costa. Cássia Cristina Furlan. Joice Mensato. Carolina Padilha Fedatto. Alan Febraio Parma. Carmen Zink Bolonhini. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
158,Sinistro: Investir e gastar-Galileu Galilei,recursos/img/Portugues/investiregastar.png,"O recurso “Sinistro: Investir e gastar - Galileu Galilei” apresenta a paráfrase e os seus efeitos de sentido, a exemplo da vida de Galileu.",Portugues,9,DPII04;DPII10;DPII18,recursos/recurso/portugues/9/sinistroinvestiregastar.rar,recursos/recurso/portugues/9/sinistroinvestiregastar/index.html,Linguagem. Paráfrase. Galileu Galilei.,Portal do Professor,Suzy Lagazzi. Gissele Bonafé Costa. Cássia Cristina Furlan. Joice Mensato. Carolina Padilha Fedatto. Alan Febraio Parma. Carmen Zink Bolonhini. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
159,"Hora do debate, índios e discursos: isolamento, conflitos, contato - índios isolados e imaginário",recursos/img/Portugues/indiosisolados.png,"O recurso “Hora do debate, índios e discursos: isolamento, conflitos e contato” traz a análise de discursos distintos e o funcionamento da linguagem para a construção de um imaginário sobre os índios. O recurso trata sobre questões indígenas, os estereótipos sobre os índios e as consequências do contato cultural para as sociedades indígenas.",Portugues,9,DPII03;DPII04;DPII05;DPII10;DPII11;DPII17;DPII18;DPII21,recursos/recurso/portugues/9/indiosisolados.rar,recursos/recurso/portugues/9/indiosisolados/index.html,Linguagem. Leitura. Discurso. Sociedade indígena.,Portal do Professor,Mónica Graciela Zoppi Fontana. Projeto Condigital MEC  -MCT. Mônica Vasconcelos Cruvinel. Thalita C. Souza Cruz. Universidade Estadual de Campinas - UNICAMP - Português. Dênis Forigo. Ivânia dos Santos Neves.,Português,2011
160,Sinistro: Imprensa e Leitura,recursos/img/Portugues/imprensaeleitura.png,O recurso “Sinistro: Imprensa e leitura” explicita a importância do processo de leitura e da imprensa para o estabelecimento de relações de poder.,Portugues,9,DPII04;DPII18;DPII19,recursos/recurso/portugues/9/sinistroimprensaeleitura.rar,recursos/recurso/portugues/9/sinistroimprensaeleitura/index.html,Linguagem. Leitura. Discurso. Imprensa. Relações de poder.,Portal do Professor,Suzy Lagazzi. Gissele Bonafé Costa. Cássia Cristina Furlan. Joice Mensato. Carolina Padilha Fedatto. Ana Carolina Sotratto. Alan Febraio Parma. Carmen Zink Bolonhini. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Davi Faria de Conti. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
161,Sinistro: A biblioteca está na mente,recursos/img/Portugues/sinistrosbiblioteca.png,"O recurso “Sinistro: A biblioteca está na mente” apresenta a discussão sobre a relação entre leitura e poder, a exemplo da história da escrita e dos meios de sua divulgação.",Portugues,9,DPII04;DPII06;DPII10;DPII11;DPII18,recursos/recurso/portugues/9/sinistrobiblioteca.rar,recursos/recurso/portugues/9/sinistrobiblioteca/index.html,Linguagem. Leitura. Poder. História da escrita.,Portal do Professor,Suzy Lagazzi. Cássia Cristina Furlan. Gissele Bonafé Costa. Carolina Padilha Fedatto. Joice Mensato. Carmen Zink Bolonhini. Alan Febraio Parma. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
162,A cabanagem: O texto e suas versões-Paráfrase e polissemia,recursos/img/Portugues/acabanagempolissemia.png,O recurso “A cabanagem: O texto e as suas versões” busca promover a discussão e o debate sobre o funcionamento da linguagem na produção e na circulação de práticas sociais.,Portugues,9,DPII04;DPII05;DPII06;DPII10;DPII18;DPII20,recursos/recurso/portugues/9/acabanagempolissemia.rar,recursos/recurso/portugues/9/acabanagempolissemia/index.html,Linguagem. Paráfrase. Polissemia. Práticas sociais.,Portal do Professor,Universidade Estadual de Campinas - UNICAMP - Português. Mónica Graciela Zoppi Fontana. Projeto Condigital MEC - MCT.,Português,2012
163,"Sinistro: Pequenas palavras, grandes histórias",recursos/img/Portugues/sinistropequenaspalavrasgrandeshistorias.png,"O recurso “Sinistro: Pequenas palavras, grandes histórias” apresenta a importância dos dicionários como instrumentos de política linguística, a partir de relações sociopragmáticas e discursivas da língua.",Portugues,9,DPII03;DPII04;DPII18;DPII19,recursos/recurso/portugues/9/sinistropequenaspalavrasgrandeshistorias.rar,recursos/recurso/portugues/9/sinistropequenaspalavrasgrandeshistorias/Sinistro_ep2 Soft4/Software/inicio.html,Dicionários. História. Política linguística.,Portal do Professor,Suzy Lagazzi. Cássia Cristina Furlan. Gissele Bonafé  Costa. Carolina Padilha Fedatto. Joice Mensato. Alan Febraio Parma. Ana Carolina Sotratto. Carmen Zink Bolonhini. Projeto Condigital MEC - MCT. Cristiane Maria Megid. Davi Faria de Conti. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
164,Sinistro: A biblioteca de Babel,recursos/img/Portugues/sinistroabibliotecadebabel.png,"O recurso “Sinistro: A biblioteca de Babel” apresenta o funcionamento e algumas histórias de bibliotecas, a partir de relações sociopragmáticas e discursivas da língua.",Portugues,9,DPII03;DPII04;DPII18;DPII19,recursos/recurso/portugues/9/sinistroabibliotecadebabel.rar,recursos/recurso/portugues/9/sinistroabibliotecadebabel/P/inicio.html,Bibliotecas. História. Língua.,Portal do Professor,Rafael Salmazi Sachs. Suzy Lagazzi. Universidade Estadual de Campinas - UNICAMP - Português. Projeto Condigital MEC - MCT.,Português,2011
165,Citações: Jogo literário,recursos/img/Portugues/citacoesjogoliterario.png,"O recurso “Citações: Jogo literário” apresenta algumas frases famosas, por meio da produção, leitura, análise e reflexão sobre as linguagens.",Portugues,9,DPII04;DPII06;DPII18;DPII19,recursos/recurso/portugues/9/citacoesjogoliterario.rar,recursos/recurso/portugues/9/citacoesjogoliterario/Software/inicio.html,Frases Célebres. Literatura. Citações.,Portal do Professor,Projeto Condigital MEC - MCT. Carmen Zink Bolonhini. Mônica Zoppi Fontana. Universidade Estadual de Campinas - UNICAMP - Português. Lucas Gurgel. Eduardo Guimarães.,Português,2011
166,Citações: Investigando citações,recursos/img/Portugues/citacoesinvestigandocitacoes.png,"O recurso “Citações: Investigando citações” apresenta algumas frases célebres que circulam em nosso cotidiano e que são consideradas como patrimônios culturais, carregadas de um contexto histórico.",Portugues,9,DPII04;DPII06;DPII18;DPII19,recursos/recurso/portugues/9/citacoesinvestigandocitacoes.rar,recursos/recurso/portugues/9/citacoesinvestigandocitacoes/SP153_P/inicio.html,Citações. Frases célebres. Relações sobre as linguagens.,Portal do Professor,Projeto Condigital MEC - MCT. Eduardo R. J. Guimarães. Mônica Zoppi Fontana. Ana Carolina Batista. Carmen Zink Bolonhini. Universidade Estadual de Campinas - UNICAMP - Português.,Português,2011
167,Citações: Trocando palavras,recursos/img/Portugues/citacoestrocandopalavras.png,"O recurso “Citações: Trocando palavras” apresenta frases famosas parafraseadas em obras artísticas, por meio da análise dos efeitos de sentido na literatura e da reflexão sobre as linguagens.",Portugues,9,DPII03;DPII04;DPII18;DPII19,recursos/recurso/portugues/9/citacoestrocandopalavras.rar,recursos/recurso/portugues/9/citacoestrocandopalavras/SP151_P/inicio.html,Frases célebres. Literatura. Citações.,Portal do Professor,Lucas Gurgel. Projeto Condigital MEC - MCT. Eduardo R. J. Guimarães. Mônica Zoppi Fontana. Universidade Estadual de Campinas - UNICAMP - Português. Carmen Zink Bolonhini.,Português,2011
168,Viagem ao cérebro: Variedades estilísticas,recursos/img/Portugues/viagemaocerebrovariedadesestilisticas.png,"O recurso “Viagem ao cérebro: Variedades estilísticas” apresenta algumas variedades estilísticas, a partir do reconhecimento e da interpretação de diferentes tipos de texto.",Portugues,9,DPII04;DPII11;DPII13;DPII20,recursos/recurso/portugues/9/viagemaocerebrovariedadesestilisticas.zip,recursos/recurso/portugues/9/viagemaocerebrovariedadesestilisticas/ViagemAoCerebro_ep2 Soft4/Software/inicio.html,Linguagem. Literatura. Variedades estilísticas.,Portal do Professor,Ana Laura Gonçalves Nakazoni. Giovana Dragone Rosseto Antonio. Michelli Alessandra Silva. Projeto Condigital MEC - MCT. Sonia Maria Sellin Bordin. Maria Irma Hadler Coudry. Universidade Estadual de Campinas - Unicamp - Português.,Português,2011
169,Viagem ao cérebro: Hipérbole,recursos/img/Portugues/viagemaocerebrohiperbole.png,"O recurso “Viagem ao cérebro: Hipérbole” apresenta alguns exemplos do uso da hipérbole em situações cotidianas, conduzindo o aluno a saber identificar e a entender melhor essa figura de linguagem, a partir da sua definição e dos seus usos.",Portugues,9,DPII01;DPII03;DPII04;DPII18,recursos/recurso/portugues/9/viagemaocerebrohiperbole.zip,recursos/recurso/portugues/9/viagemaocerebrohiperbole/ViagemAoCerebro_ep1 Soft3/Software/inicio.html,Linguagem. Figura de linguagem. Hipérbole.,Portal do Professor,Ana Laura Gonçalves Nakazoni. Sonia Maria Sellin Bordin. Michelli Alessandra Silva. Giovana Dragone Rosseto Antonio. Projeto Condigital MEC - MCT. Maria Irma Hadler Coudry. Universidade Estadual de Campinas - Unicamp - Português.,Português,2011
170,Café com Língua Portuguesa: Palavras estrangeiras,recursos/img/Portugues/cafecomlinguaportuguesapalavrasestrangeiras.png,"O recurso “Café com Língua Portuguesa: Palavras estrangeiras” apresenta as regras gramaticais da Língua Portuguesa, com ênfase na formação de palavras estrangeiras.",Portugues,9,DPII01;DPII18;DPII19,recursos/recurso/portugues/9/cafecomlinguaportuguesapalavrasestrangeiras.rar,recursos/recurso/portugues/9/cafecomlinguaportuguesapalavrasestrangeiras.swf,Regras gramaticais. Língua Portuguesa. Formação de palavras estrangeiras.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB). Ministério da Educação (MEC).,Português,Desconhecida
171,Café com Língua Portuguesa: Empréstimos vocabulares/Palavras estrangeiras,recursos/img/Portugues/cafecomlinguaportuguesaemprestimosvocabulares.png,"O recurso “Café com Língua Portuguesa: Empréstimos vocabulares” apresenta as regras gramaticais da Língua Portuguesa, com ênfase nos empréstimos vocabulares de palavras estrangeiras.",Portugues,9,DPII01;DPII18;DPII19,recursos/recurso/portugues/9/cafecomlinguaportuguesaemprestimosvocabulares.rar,recursos/recurso/portugues/9/cafecomlinguaportuguesaemprestimosvocabulares.swf,Regras gramaticais. Língua Portuguesa. Empréstimos vocabulares. Palavras estrangeiras.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB).  Ministério da Educação (MEC).,Português,Desconhecida
172,Café com Língua Portuguesa: Acordo 92/Acordo ortográfico,recursos/img/Portugues/cafecomlinguaportuguesadica92.png,"O recurso “Café com Língua Portuguesa: Acordo 92/Acordo ortográfico” apresenta as regras ortográficas do novo acordo ortográfico da Língua Portuguesa, promulgado pelo decreto No 6.583/2008.",Portugues,9,DPII01;DPII17;DPII19,recursos/recurso/portugues/9/cafecomlinguaportuguesadica92.rar,recursos/recurso/portugues/9/cafecomlinguaportuguesadica92.swf,Novo acordo ortográfico. Regras ortográficas.,Portal do Professor,Profa. Dra. Wânia de Aragão Costa. Profa. Ma. Scheyla Brito Alves. Guido Vasconcelos. Nestablo Ramos Neto. Centro de Educação a Distância (CEAD). Universidade de Brasília (UnB).  Ministério da Educação (MEC).,Português,Desconhecida
173,Formas,recursos/img/Matematica/formas.png,"O recurso “Formas”, explora a  associação das formas geométricas com seus encaixes corretos.",Matematica,1,DMI02,recursos/recurso/matematica/1/formas.rar,recursos/recurso/matematica/1/formas.swf,Formas Geométricas,Mosaico Edu,,Português,2002
174,Jogo de Matemática para escolas (Subtração),recursos/img/Matematica/subtracao.png,"O recurso “Jogo de Matemática para escolas (subtração)”, consiste em calcular a subtração das maçãs que estão em cada lado da operação, clicando na maçã que está abaixo da operação, até completar a quantidade de maçãs referentes ao cálculo da subtração.",Matematica,1,DMI17,recursos/recurso/matematica/1/subtracao.rar,recursos/recurso/matematica/1/subtracao.swf,Subtração com gravuras,Bioe,,Português,2008
175,Jogo da Matemática para escolas (adição),recursos/img/Matematica/JogodaMatematicaparaescolas(adição).png,"O recurso “Jogo da Matemática para escolas”, trabalha com adição simples, onde  ele aprende a calcular somando as maçãs que estão em cada lado da operação, e completando com a quantidade de maçãs correspondentes ao  resultado  de cada  soma",Matematica,1,DMI17,recursos/recurso/matematica/1/Jogo_ Matematica_Adicao.rar,recursos/recurso/matematica/1/Jogo_ Matematica_Adicao.swf,Adição,Portal do Professor,,Português,2002
176,Arrume o Quarto,recursos/img/Matematica/Arrumeoquarto.png,"O recurso “Arrume o quarto”, trabalha com localização e organização de objetos. Permitindo o usuário a ter uma noção de espaço , identificar os objetos e  observar onde eles devem ser colocados.",Matematica,1,DMI01,recursos/recurso/matematica/1/ArrumeoQuarto.rar,recursos/recurso/matematica/1/ArrumeoQuarto.swf,Noção de espaço e organização,MD Mat,,Espanhol,Desconhecida
177,Reta Numérica na Lagoa,recursos/img/Matematica/RetaNumericanaLagoa.png,O recurso “Reta Numérica na Lagoa” trabalha a distribuição dos números na reta numérica,Matematica,1,DMI14,recursos/recurso/matematica/1/RetaNumericanaLagoa.rar,recursos/recurso/matematica/1/RetaNuméricanaLagoa.htm,Noção de espaço e organização,Noas,,Português,Desconhecida
178,Barras e Números,recursos/img/Matematica/barrasENumeros.png,"O recurso “Barras e Números”, propõe fazer relações entre a quantidade  de quadrados representados pelas barras ao número  apresentado  no balão.",Matematica,2,DMI02,recursos/recurso/matematica/2/barrasENumeros.rar,recursos/recurso/matematica/2/barrasENumeros/index.html,Adição,Noa,,Português,Desconhecida
179,Pesado x Leve,recursos/img/Matematica/pesadoXLeve.png,"O recurso “Pesado e Leve”, propõe fazer uma comparação entre  os pesos dos pacotes,  em seguida  identifica-los com as placas de ""mais pesado"" e ""mais leve"".",Matematica,2,DMI06,recursos/recurso/matematica/2/pesadoXLeve.rar,recursos/recurso/matematica/2/pesadoXLeve.swf,Noções dos conceitos Leve e Pesado,Bioe,,Português,2002
180,Fazenda Rived,recursos/img/Matematica/fazendaRived.png,"O recurso ""Fazenda Rived"" propõe sete atividades que trabalham estruturas lógicas como as de classificação, seriação e conservação.",Matematica,2,DMI01;DMI17,recursos/recurso/matematica/2/fazendaRived.rar,recursos/recurso/matematica/2/fazendaRived.swf,Comparação de Figuras e quantidades,Rived,,Português,2008
181,Jogo da Matemática,recursos/img/Matematica/jogodaMatematica.png,"O recurso “Jogo da Matemática”, possui uma  personagem chamada  Bruxa Anoréxica, que raptou o  do rei Apetite. Para salvá-lo deve-se seguir pelo  caminho até a casa da bruxa resolvendo as operações de adição encontradas durante o percurso.",Matematica,2,DMI17,recursos/recurso/matematica/2/jogodaMatematica.rar,recursos/recurso/matematica/2/jogodaMatematica.swf,"Operações de adição, subtração e multiplicação",Bioe,,Português,Desconhecida
182,Hora a Hora,recursos/img/Matematica/horaaHora.png,"O recurso “Hora a hora”, consiste na manipulação do ponteiro das horas do relógio analógico de 12 horas para verificar quando é dia ou noite.",Matematica,2,DMI08,recursos/recurso/matematica/2/horaaHora.rar,recursos/recurso/matematica/2/horaaHora.swf,Noções de tempo,Mosaico Edu,,Português,2002
183,Antecessor e Sucessor 1,recursos/img/Matematica/antecessoreSucessor1.png,"O recurso “Antecessor e Sucessor 1”, possibilita colocar em prática todos os conhecimentos aprendidos, referente ao conceito sobre números antecessores e sucessores das unidades apresentadas.",Matematica,2,DMI14,recursos/recurso/matematica/2/antecessoreSucessor1.rar,recursos/recurso/matematica/2/antecessoreSucessor1.swf,Antecessor e Sucessor,Mosaico Edu,,Português,2002
184,Antecessor e Sucessor 2,recursos/img/Matematica/antecessoreSucessor2.png,"O recurso “Antecessor e Sucessor 2”, possibilita colocar em prática todos os conhecimentos aprendidos, referente ao conceito sobre números antecessores e sucessores das dezenas apresentadas.",Matematica,2,DMI14,recursos/recurso/matematica/2/antecessoreSucessor2.rar,recursos/recurso/matematica/2/antecessoreSucessor2.swf,Antecessor e Sucessor,Mosaico Edu,,Português,2002
185,Animais Matemáticos - Menor Que...,recursos/img/Matematica/animaisMatematicosmenorque.png," O recurso “Animais Matemáticos”, apresenta uma tela onde é oferecida uma determinada quantidade de unidades e dezenas para que em um momento posterior essas quantidades sejam ordenadas de forma crescente e decrescente, possibilitando também uma aplicação conceitual sobre a utilização dos sinais < (menor que) e > (maior que).",Matematica,2,DMI14,recursos/recurso/matematica/2/animaisMatematicosmenorque.rar,recursos/recurso/matematica/2/animaisMatematicosmenorque.swf,Ordem crescente e decrescente,Bioe,,Português,Desconhecida
186,Operações com Palitos,recursos/img/Matematica/operacaoCompalitos.png,"O recurso utiliza números romanos representados por palitos de fósforo. Em cada etapa do jogo, deve-se obter a operação matemática correta removendo uma certa quantidade de palitos.",Matematica,2,DMI01;DMI17,recursos/recurso/matematica/2/operacaoCompalitos.rar,recursos/recurso/matematica/2/operacaoCompalitos.swf,Operações com Números Romanos,Portal do Professor,,Português,Desconhecida
187,Ordenar,recursos/img/Matematica/Ordenar.png,"O recurso “Ordenar”, consiste em uma  simulação é um quebra-cabeça 4 por 4, onde se encontram os números naturais de 1 a 15, desordenados de maneira aleatória. O objetivo é mover as peças para colocá-los na sequência correta.",Matematica,2,DMI14,recursos/recurso/matematica/2/Ordenar.rar,recursos/recurso/matematica/2/Ordenar.swf,Ordenar os números naturais,Portal do Professor,,Português,Desconhecida
188,Hide and Seek Mathematical (Jogo Escondidas Matemática),recursos/img/Matematica/HideandSeekMathematical(JogoEscondidasMatemática).png,"O recurso “Hide and Seek Mathematical “, possibilita trabalhar com operações de adição, subtração e multiplicação. Cada personagem está ligado apenas a um tipo de operação, e os níveis dificuldade estão relacionados a faixa etária escolhida, ao escolher o personagem e a idade,  o usuário deve resolver as operações e encontrar o resultado correspondente.",Matematica,2,DMI17;DMI18,recursos/recurso/matematica/2/maths-hide-and-seek.rar,recursos/recurso/matematica/2/maths-hide-and-seek.swf,Números e operações de adição,Bioe,,Inglês,Desconhecida
189,Granja Matemática,recursos/img/Matematica/GranjaMatematica.png,"O recurso “Granja Matemática”, consiste em trabalhar com operações de soma e multiplicação . O usuário deve calcular as  operações e indicar o resultado correspondente.",Matematica,2,DMI17;DMI18,recursos/recurso/matematica/2/granja_matematica.rar,recursos/recurso/matematica/2/granja_matematica.swf,Números e operações de adição e multiplicação,Bioe,,Espanhol,Desconhecida
190,Os últimos serão os primeiros,recursos/img/Matematica/Osultimosseraoosprimeiros.png,"O recurso propõe “Os últimos serão os primeiros, propõe uma atividade onde o usuário deve empilhar as caixas em um caminhão, de forma  que a ordem da entrega  seja realizada corretamente. Tem como objetivo, descrever a partir de um desafio simples o conceito de ordenamento.",Matematica,2,DMI01,recursos/recurso/matematica/2/Os_ultimos_serao_os_primeiros.rar,recursos/recurso/matematica/2/Os_ultimos_serao_os_primeiros.swf,Conceito simples de ordenamento,Portal do Professor,,Português,Desconhecida
191,4 Cores,recursos/img/Matematica/4Cores.png,"O recurso “4 Cores”, propõe que seja feito o preenchimento de regiões do plano que se fundamenta no teorema das quatro cores, trata-se de uma atividade simples que possibilita uma breve introdução sobre conceitos simples relacionados às formas e cores",Matematica,2,DMI17,recursos/recurso/matematica/2/4cores.rar,recursos/recurso/matematica/2/4cores.swf,Cores e Formas,Portal do Professor,,Português,Desconhecida
